,title,title_label,description,description_label
93,전남농협  영농철 농촌 일손돕기에 총력지원,0,이번 일손 돕기는  코로나  장기화로 인해 본격적인 영농철에 농촌 인력수급의 어려움으로 일손부족 심화  김석기 본부장은 코로나  사태 장기화로 인한 농촌인력 문제와 경기위축으로 인한 농산물 소비부진 등  ,1
94,김용범 기재  차관  월 경상수지 적자  일시적 요인 월 흑자 ,0,이어  또 다른 일시적 요인은 신종  코로나 바이러스 감염증 코로나 으로 인한 세계 경제 부진과 이에 따른 수출 부진 영향 이라며  통상 상품수지가 흑자를 기록하며 소득수지 적자 폭을 메꿨지만 올  월은 무역수지  ,1
95,경주시  유원시설 야영장 사회적 거리두기 점검,1,경주시는  코로나   사회적 거리두기 에서  생활 속 거리두기 로 전환된 이후 관내 야영장 및  안내함으로써  코로나  예방 및 조기 종식에 최선을 다하고 있다    경주 유원시설 및 야영장 사회적거리두기 점검 모습  ,1
96,영양군  외국인 계절근로사업 추진 위한 농가설명회 개최,0,  영양군청 전경  영양군 이날 설명회에서는 올해 상반기  코로나 의 전 세계적 확산으로 인해 중지되었던 외국인 계절근로사업의 추진일정 및 도입 인원  그리고  코로나  상황에 대한 대응방안 등을 설명했다  ,1
97,봉화군  찾아가는 배달강좌제 재개,0,봉화군 군수 엄태항 은  코로나 로 중단되었던  년 찾아가는 배달강좌제를 지난  월  일부터 재개하여 그  가졌으나   코로나  사태로 중단되었다가 다시 개강하여 학습자들의 열기가 더 뜨겁다  찾아가는  ,1
98,경주시  경희학교 기숙사 고등학교  코로나  진단검사,0,대상으로  코로나  진단검사를 실시했다고  일 밝혔다    경주시  경희학교 및 기숙사 고등학교  코로나  진단검사 모습   경주시 제공 경주시보건소와 경주교육지원청은 지난달  일부터  일까지 관내  개교  학생  ,1
99,고삐 풀린 광교 집값  무섭네 강남 집값  턱밑  추격,0, 억이 넘는 초고가 아파트값이 정부의 부동산 규제와  코로나 에 따른 거래 침체 분위기를 뚫고 무섭게 오르고 있다  최근  억원을 넘어  억원에 실거래되는 단지들이 속속 나오면서 강남 일대 아파트 단지의  ,1
100,해수부   해양수산 중소 벤처기업  컨설팅 지원,0,올해는  코로나  영향으로 주목받고 있는 디지털 비대면 분야 기업을 육성하기 위해 관련 사업 제안기업에게는 가점을 부여할 예정이다  또한  기업 부담을 덜어주기 위해 정부지원금의   수준인 기업부담금도 전액  ,1
101, 김대호의 경제읽기  뉴욕증시 연일 강세 코스피  선 근접,0, 코로나 로 인한 경기 침체가 끝나가는 걸까요  밤사이 뉴욕 증시가 급등하고 코스피 또한  선에 근접하는   질문    코로나 로 팔지 못했던 재고 면세품이 시중에 판매되며 큰 관심을 끌었습니다  한때 판매하는  ,1
102,경북교육청   분기 학비 학부모들에 반환,1,경북교육청 교육감 임종식 은 지난  월  일까지  코로나 로 경제적 어려움을 겪고 있는 학부모의 교육비  임종식 교육감은 학비 반환을 통해  코로나  장기화로 어려움을 겪고 있는 학부모의 교육비 부담을  ,1
103, 우리 개는 안 물어요  안전불감증 인명사고로 이어져,1,박경규 경감  녹음이 짙어가는 유월   코로나 가 완하되자 개 목줄을 채우지 않은 반려견과 함께 산책하는 보호자가 늘어나 개 물림 사고에 각별한 주의가 요구된다  실제로 개 물림 사고는  년에 평균  천 건 하루  건 이상  ,1
104,중기부  경남 김해에  데이터센터  구축한다,0, 은 포스트  코로나  시대에 대비하기 위해 클라우드 수요가 급증하면서 새로운 데이터 허브를 설립하기로 했다고 설명했다  한편 중기부는 올해 하반기부터 본격적으로 추진할   제조 플랫폼 사업 을 통해  ,1
105,전주비전대학교  혁신지원사업 유형  평가 최우수  등급  획득,0,및  코로나   로 인해 침체된 지역사회 발전에 기여할 수 있도록 더욱 노력할 것 이라고 말했다  포스트  코로나 를 대비한 비대면  온라인 수업을 위한 인프라 구축 및 콘텐츠 개발  취업률 향상을 위한 프로그램  ,1
106, 민주당은 하늘이 두 쪽 나도 내일 본회의를 반드시 열겠다 ,1,국회 문을 열고 난 후에는  코로나 바이러스감염증 이하  코로나  사태 극복 차원의 정부  차 추가경정예산안 등을 처리할 계획이다  일정이 빼곡하게 적힌 계획표를 들고 있는 민주당으로서는 미래통합당을 어르고  ,1
107,문체부   글로벌 광고인재 육성 사업  진행,0,문체부 정책 담당자는  이번 사업을 통해 우수한 광고 인재를 양성함으로써  코로나  여파로 어려움을 겪고 있는 광고 산업에 활력을 불어넣을 수 있을 것으로 기대한다 라며   광고 산업이  코로나  이후의 새로운 시대  ,1
108,롯데관광개발  제주 드림타워 신규 채용 박차   그랜드하얏트 로 운영 예정,1,김진희 롯데관광개발 인사총괄 상무는  코로나  확산을 우려해 화상면접으로만 채용이 이루어지면서 채용 과정에 애로가 적지 않았다 며  이번 면접으로 개장을 앞둔 제주 드림타워 복합리조트 신규 채용에 만전을  ,1
109,강동구  학생 안전 위해 학교방역용 소독약품 지원,0,이정훈 가  코로나 로부터 안전한 등교환경을 조성하기 위해 초 중 고  개교에 학교방역용 소독약품을  등에서  코로나  확진자가 발생하며 우려의 목소리가 커지고 있다  이에 강동구는 지역 내 초등학교  개교  ,1
110,늘어나는 혼술 홈술족 겨냥한 안주   제품 인기,0,신종  코로나 바이러스 감염증 코로나  확산과 주  시간 근무 이후 약속이나 회식이 줄면서  홈술 집에서 마시는 술  및  혼술 혼자 마시는 술  문화가 더욱더 빠르게 성장하고 있다  이로 인해  가정간편식  안주  ,1
111,교보생명  베테랑 재무설계 매니저  이제 온라인서 만나요 ,0,포스트  코로나  시대를 앞두고 비대면 영업환경에 적극적으로 대응하면서  온라인을 통해 고객에게   코로나    사태로 대면 상담을 꺼리는 고객이나  원거리에 있어 다이렉트 지점 방문이 어려운 고객 등 누구나 이용할  ,1
112,세정그룹   덕분에 챌린지  응원 캠페인 동참,0,패션기업 세정그룹 회장 박순호 이 지난달  일   코로나  치료와 확산 방지를 위해 힘쓰는 대한민국 모든  세정 박순호 회장은  코로나 를 극복하기 위해 신속한 대처로 앞장서고 있는 정부 관계자와 밤낮없이 헌신하는  ,1
113,경산시   코로나  소비촉진 위한 농산물 드라이브 스루 판매행사 개최,0,이번 행사는  코로나  확대 장기화로 인해 지역소비 판로에 어려움을 겪고 있는 농가 돕기 등 소비촉진을 위해 마련된 자리이며  지난달  일의  차 행사 또한 시민들에게 큰 호응을 얻었다 이번 행사에서는 채소류  개  ,1
114,권찬호 팔달구청장  관내 녹지 사업 대상지 현장점검,0,기후환경을 조절하는 효과도 있을 것으로 기대하고 있다  권 구청장은  녹지 정비로 도심 속 녹색 공간을 시민들이 더욱 쾌적하게 이용할 수 있게 됐다   코로나 로 인해 지친 시민들의 마음에 위안이 되길 바란다 고 말했다 ,1
115,수도요금 분할 납부 허용 납부유예 시행,0,또 최근  코로나  여파로 경제적 어려움을 겪고 있는 소상공인  영세업자 등이 수도요금 감면이나 요금  지자체에게  코로나  상황을 반영해 즉시 시행하도록 권고했다  국민권익위 권석원 권익개선정책국장은  이번  ,1
116,카페베네  하겐다즈와 손잡고 여름 신메뉴 출시 관련 프로모션 진행,0,하겐다즈 아이스크림을 활용한 이번 카페베네 여름 신메뉴는  코로나  여파로 사회적 거리 두기가 일상화되면서  인 메뉴를 선호하는 식문화에 맞춰 보다 안전하고 가볍게 즐길 수 있는 컵빙수  종과 프라페노 음료  종  ,1
117,상주 신병  주일 만에 훈련 끝난 이유는 ,0,올 시즌은  코로나 로  리그가 늦게 개막하였지만 국방부의 시계는 변함없이 돌아간다  이에  월에  명의  특히  코로나 로 전입 선수들의  주간 자가 격리 공백과 체력 훈련이 큰 걸림돌이었다  만일 이번  기 선수들이  ,1
118,  고생하는  코로나  의료진에게 치킨 등 간식 지원,0, 가 모기업  그룹과 함께 신종  코로나 바이러스 감염증 코로나 로 인해 전국 각지에서 고군분투 중인 의료진들을 위해   시그니처 메뉴인 핫크리스피치킨 등 간식을 지원했다고  일 밝혔다   는 계속되는  ,1
119, 유플러스 엔리얼  세계최초  글라스 출시 전국  개 매장 체험 가능,1, 유플러스는  코로나 로 인한 언택트 시대에 맞춰 엔리얼과 함께  글래스 온라인 앱  개발 세미나를 개최한다  오는  월  일  시  분부터 한 시간 동안 올쇼 를 통해 실시간으로 참여할 수 있으며 해당  ,1
120, 개 생보사 대표 중 관심도 톱은  교보생명 신창재 회장 호감도는 최저 기록,0,주요  개 생명보험회사 대표 중 신종  코로나  바이러스 코로나  확산기인 최근  개월동안 언론과 소비자들의 관심을 가장 많이 받은 이는 신창재 교보생명 회장인 것으로 나타났다  이는 풋옵션으로 인한 재무적  ,1
121, 포스트  코로나 포스트 코로나  시대 기업전략 언택트 넘어 딥택트 지향해야,0, 코로나  사태 이후 기업들이 생존하기 위해서는 대면  사업과 비대면  사업 최적 조합을  이번 경영콘서트에서 김경준 딜로이트 컨설팅 부회장은  코로나  이후 언택트 시대  우리의 미래는 을 주제로  ,1
122, 손보 콜센터 직원  명 추가 확진,0, 손해보험 콜센터 직원  명이 신종  코로나 바이러스 감염증 코로나 에 감염된 것으로 확인됐다  보험사 콜센터와 전화영업점을 중심으로 집단감염의 우려가 또다시 제기되고 있다   일  손보에 따르면 자가 격리  ,1
123, 포스트  코로나 포스트 코로나  시대 기업전략 언택트 넘어 딥택트 지향해야,0, 코로나  사태 이후 기업들이 생존하기 위해서는 대면  사업과 비대면  사업 최적 조합을  이번 경영콘서트에서 김경준 딜로이트 컨설팅 부회장은  코로나  이후 언택트 시대  우리의 미래는 을 주제로  ,1
124,삼전 웃는데 반도체 전망은,0,삼성전자의 주가가 연일 상승하며  코로나  이전 수준 회복을 향해 무섭게 돌진하고 있다  시장에서는  신종  코로나  바이러스 감염증 코로나 로 인해 언택트 비대면 선호 현상으로 수요가 증가하고 있는 이유에서다  ,1
125,경남농업기술원  신품종 육성 밀 유전자원 평가회 열어,0,도 농기원에 따르면 올 한해 전 세계를 강타한  코로나 로 물적 인적자원의 이동이 제한되고 그에 따른 식량부족의 위기감은 식량안보의 중요성에 대해 다시한번 생각하게 밀 부흥을 위한 중장기적인 대책이 필요하다  ,1
126,김포 혁신교육지구 사업  특수교육대상자를 위한 교육과정 지원,0,정하영 김포시장은  혁신교육지구 사업 내 특수교육 대상자를 위한 사업이 별도로 편성돼 소외되는 학생들이 줄었다 면서  코로나 로 인해 교육과정 운영이 쉽지 않을 것으로 판단되지만  학생들의 안전을 위한  ,1
127,청양군  문화 활성화 위한 소통 공감 워크숍 개최,1,계획이며   코로나  이후 군민들의 다양한 문화생활 영위를 위해 창의적이고 새로운 공연이 이어지도록 열린 행정을 펼칠 방침이다  김돈곤 군수는  코로나  때문에 군민들의 삶  경제  사회 등 많은 분야에 변화가  ,1
128, 네이버 포스트  산림분야 중증장애인 일자리 나온다,0,이번 협약은 신종  코로나 바이러스 감염증 코로나 으로 경제와 고용 등 사회 전반에 걸쳐 힘든 시기를 보내고 있는 가운데 산림청이 대한민국 중앙 행정기관으로서 장애인고용에 대한 사회적 책무를 인식하고 선도적  ,1
129,  경남 김해에 제  데이터센터   건립한다,0, 은 자체 보유한 통합 클라우드 서비스  의 사업확대와 더불어  포스트  코로나  시대로 본격화된 디지털 전환으로 클라우드 수요 급증이 예상됨에 따라  의 데이터 수용 능력을 넘어선 새로운  ,1
130,법정의무교육 산업안전보건교육 관리감독자교육 등 한국사이버진흥원 온라인 ,1,현장을 진두 지휘하는 관리감독자의 경우 연간 이수 교육 시간도 다른 법정의무교육에 비해 긴 편이며  산업안전보건법 및 일반관리에 관한 사항들까지 많은 항목들을 학습하여야 한다 최근  코로나  사태로 인하여 사회적  ,1
131, 농협손보 마케팅부문 임직원  영농철 일손돕기에 총력,0,임종철  농협손해보험 부사장은  코로나 로 인한 화훼농가의 어려움이 장기화 되고 있어 안타깝다 며  농협손해보험은 지속적인 농촌 지원활동을 통해 농가의 경영안정에 기여할 수 있도록 최선을 다하겠다 고  ,1
132,성윤모  기업인 이동 신속통로 아세안 국가로 확대 제안,0,기업인 이동 보장  시장개방 확대  포스트  코로나  협력 등 제안 박성준 기자   성윤모 산업통상자원부 장관이 아시아 국가의 경제장관들과 코로나  현황에 관한 화상회의에 참석  아시아 국가들 간 기업인  ,1
133, 거리두기 체온재고 입장해요 ,0, 일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들이 입장 전 체온을 재고 있다   뉴스 ,1
134, 차관동정  박선호  건설현장 방문해  안전관리 수칙 철저히 준수 ,0,방문해 코로나  방역 및 안전관리 현황을 점검하고 현장 관계자 및 근로자들의 노고에 감사의 뜻을 전했다  이날 국토부에 따르면 박 차관은  코로나  예방조치 및 안전관리 현황 등을 보고 받은 뒤 현장 관계자들을 만난  ,1
135, 더벨  워치   은행업은  항공모함 국민은행  지속가능성이 원칙 ,0, 코로나  위기에 액션플랜 재점검  리스크관리 통해 은행 회복력 강화  최철수 리스크전략그룹 전무 사진  리스크 분야에서 잔뼈가 굵은 최 전무에게도 올초 발생한  코로나 는 예상치 못한 복병이었다  국민은행은  ,1
136,동서발전  인도네시아에  코로나  방역 물품 지원,0,칼셀  발전소 위치한 칼리만탄 따발롱 지역에 방호복  벌 등 전달 한국동서발전이  일  코로나 가  따발롱 지역은 동서발전이 칼셀  발전소를 운영 중인 곳으로  동서발전은 방호복  벌과 방역고글 등  코로나  ,1
137,철강업계 최대 행사  철의 날  결국 취소,0,매년 철강업계 최대 행사로 꼽히는  철의 날  기념식이  코로나  재확산 우려로 결국 취소됐습니다  한국철강협회는  최근 이태원발  코로나  감염이 부천 물류센터 집단감염으로 번지는 등 재확산 등을 고려해 오는  일  ,1
138, 유플러스   글라스  엔리얼 라이트   분기 출시,0,아울러 신종  코로나 바이러스 감염증 코로나  확산으로 인한 언택트 시대에 맞춰  글래스 온라인 앱 개발 세미나도 개최한다   일 오전  시  분부터 한 시간 동안 올쇼 를 통해 실시간으로 참여 가능하며 해당  ,1
139,청양군  문화 활성화 위한 소통 공감 워크숍 개최,1,계획이며   코로나  이후 군민들의 다양한 문화생활 영위를 위해 창의적이고 새로운 공연이 이어지도록 열린 행정을 펼칠 방침이다  김돈곤 군수는  코로나  때문에 군민들의 삶  경제  사회 등 많은 분야에 변화가 심하다  ,1
140,제주도교육청  방과후학교 강사 비상금대출 저금리 지원,0,제주도교육청 관계자는  코로나  장기화로 어려움을 겪고 있는 방과후학교 강사들에게 조금이나마 도움이 될 수 있도록  월 내 지급할 것을 목표로 하고 있다 고 밝혔다   헤드라인제주 ,1
141,당진시  안전도시 분과위원회 개최,0,시 관계자는  포스트  코로나  시대에는 시민의 안전이 더욱 중요한 이슈가 될 것 이라며  유관기관과 민간단체  그리고 시민의 적극적인 참여를 이끌어 안전도시 당진을 함께 만들어가겠다 고 말했다  당진 박승군 기자,1
142,하늘길 막힌   제주로 몰려 제주신라 고객  ,1,국내여행보다 해외여행을 선호하던 젊은 세대가  코로나  여파로 제주도로 발길을 돌리는 것으로 보인다  요즘  세대는 최신 트렌드를 추구하면서도 차별화되는 이색적인 경험을 선호하는 특징이 있어  세대 밀레니얼  ,1
143, 동정 김창호 영동부군수,0,김창호 충북 영동부군수 아시아뉴스통신   김창호 충북 영동부군수는 일 영동읍 일원에서 펼쳐지는 코로나  대응 생활방역활동에 참여한다   아시아뉴스통신 김성식 기자 ,1
144,엔젤스파이팅   월  일 파주서     개최,0, 코로나 를 넘어 다시 기지개를 켠 엔젤스파이팅챔피언십 박호준 대표 가 한국의 맥그리거와  실제로 지난 월 대회를 개최하려고 했으나 세계적인 팬데믹으로 이어진  코로나 바이러스 사태로 무기한  ,1
145,세종시   일 제 회 현충일 추념식 행사 축소 진행,0,올해 현충일 추념식은  코로나  확산에 대한 우려와 생활 속 거리두기 지침에 따라 당초 계획 인원인  이춘희 시장은  코로나 로 인해 행사 규모가 축소되지만 순국선열과 호국영령을 기리는 마음만큼은 여전히 클 것  ,1
146, 창의성과 다양성 으로 다가오는 국내 인디게임 행사,1,있거나  코로나 로 인해 홍보에 난항을 겪고 있는 인디게임들을 도와주고 있다  인디게임은 보편적으로  올해도 어김없이  월에 오프라인으로 개최될 예정이었으나   코로나 사태로 인해 현장 행사를 취소하고  온라인  ,1
147,조명래 환경부 장관  국가 미래 위한 녹색전환 서둘러야 ,0,정부는  코로나 에 대응한 한국형 뉴딜의 일환으로 그린뉴딜을 추진하고 있다  조 장관은  기후위기 시대의 녹색전환은 경제의 탈탄소화를 기반으로 생태계의 순환과 자정력이 복원된 생태사회로의 변화를 이끌어  ,1
148,  현대중공업 대우조선 결합심사 재개,0, 일 조선업계에 따르면 유럽연합  집행위원회는 지난  일  코로나  확산 여파로 인해 일시 유예했던  그러나  코로나  확산으로 심사 관련 자료 수집 등에 애로가 발생하자 지난  월  일부터 심사를 유예했다  당초   ,1
149, 세줄포토  정말 당분간만 휴관인가요 ,1, 일 오전 서울식물원 입구에  코로나 로 인한 휴관 안내문이 설치되어 있다  김재호 기자  베이비뉴스개방되어 있는 서울식물원의 야외공간을 이용하기 위해 찾은 관람객들  김재호 기자  베이비뉴스 서울식물원이  코로나  ,1
150,오산시  현충일 추념식 취소 자율분향소 운영,0,오산시청 전경 사진 오산시  오산시는  코로나  확산 방지를 위해 오는  일 예정된  제 회 현충일 추념식 을 취소하고 시민 누구나 자유롭게 참배할 수 있는  자율분향소 를 운영하기로 했다  자율분향소는  코로나 가  ,1
151, 로봇  서초구청 출입자 발열체크,1, 일 오후 서울 서초구청 입구에서 인공지능 로봇이 신종  코로나 바이러스 감염증 코로나 예방을 위해 청사 출입자들의 체온을 측정하고 있다  높이가 약   정도인  로봇은 적외선 카메라와 안면인식 기능을  ,1
152,작년  하이닉스 사회적 가치 창출 급감  반도체 저조해 납세 줄어,1,또  코로나 와 같은 사태에 대비해 국민들의 안전과 생존을 지원하는 사회적 안전망도 개발한다  김윤욱  하이닉스 지속경영 담당은  년과 대비해 사회적 성과가 큰 폭으로 감소했다 며  특히 부정적 영향이  ,1
153,창녕군   창녕형  비대면 선별진료소 운영,0, 사진제공 창녕군청 아시아뉴스통신 손임규 기자 경남 창녕군은 지난  월  일 도내 최초로  코로나  있다 코로나  장기화와 감염병 대유행 대비  드라이브 스루형   워킹스루형 등 통합형 선별진료소 운영 중에 있고  ,1
154,강진군  농특산물 직거래 매출 전년 대비   상승   억 원 달성,0, 코로나 발 위기를 기회로 전환시킨 화훼 온라인 직거래 판매 또한 큰 주목을 받았다  군은 행사 취소 등  코로나  여파로 어려움을 겪는 화훼농가를 위한 지원대책으로 기존의 공매방식에서 벗어나 전국 최초로 온라인  ,1
155, 로봇이 똑똑하게 체온 측정해요 ,1, 일 오후 서울 서초구청 입구에서 인공지능 로봇이 신종  코로나 바이러스 감염증 코로나 예방을 위해 청사 출입자들의 체온을 측정하고 있다  높이가 약   정도인  로봇은 적외선 카메라와 안면인식 기능을  ,1
156, 코로나  예방 위해 서초구청에 배치된 인공지능 로봇,0,적외선 카메라와 안면인식 기술이 탑재된 인공지능  로봇이  일 서울 서초구청 출입문에 배치돼 구청 출입자들의 체온 측정과 마스크 착용 유무 및 올바른 마스크 착용 여부를 체크하고 있다      ,1
157,동료들도 특급대우 구창모  형들이 대투수라고 놀려요 ,0, 코로나  때문에 힘드실 텐데 팬분들이 어디서든 최선 다해 응원해주셔서 잘하고 있다  언젠가 야구장에서 같이 야구 즐겼으면 좋을 것 같다  한국시리즈도 기대하고 있다  창원,1
158,폴킴  코로나 로 지친 의료진 위해 ,0,가수 폴 킴이  일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼치고 있다   뉴스 ,1
159, 코로나  예방 위해 서초구청에 배치된 인공지능 로봇,0,적외선 카메라와 안면인식 기술이 탑재된 인공지능  로봇이  일 서울 서초구청 출입문에 배치돼 구청 출입자들의 체온 측정과 마스크 착용 유무 및 올바른 마스크 착용 여부를 체크하고 있다      ,1
160,의료진 사연읽는 폴킴,0,가수 폴 킴이  일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종  코로나 바이러스 감염증 코로나  환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼친 후 의료진의 사연을  ,1
161, 코로나  질본의  청  승격과 연구소의 복지부 이관,0,정부는 이번 조직 개편은 신종  코로나 바이러스 감염증 코로나  사태를 계기로 감염병 사태에 더욱 신속하고 전문적으로 대응하고 보건의료 전반에 대한 연구를 강화하기 위한 것이라고 설명했다  이번 정부조직법  ,1
162,위안화 강세 대비 경기회복주 선점  중국주식 투자 어떨까,0, 월 국내 투자자들로부터 가장 많은 선택을 받은 중국 주식  위는 항서제약으로  코로나 의 수혜를   코로나  수혜 항서제약 야오밍캉더 지난 한 달 간 국내 투자자들로부터 사랑 받은 중국 주식 상위 종목  ,1
163,  국내  코로나  극복 지원 동참,1, 코리아 대표 김대환 가 국내  코로나  극복을 위해 자사 기술과 자원을 투입하고 있다   코리아와   이번   코리아의 성금은  코로나  방역을 위해 노력하는 의료진 및 자원봉사자를 지원하는 것은 물론  도움의  ,1
164,손흥민  모든 경기 이긴다고 약속할 순 없지만  노력할 것 ,1,그런데 안타깝게도 토트넘은 프리미어리그 사무국에서 실시한  코로나   차 진단 검사에서  명의 확진자가 발생했다  이에 대해 토트넘은   사무국으로부터  코로나  검사 결과  명의 무증상 확진자가 나왔다는 연락을  ,1
165,입시설명회도  드라이브 스루 ,0,종로학원은 그동안 신종  코로나 바이러스 감염증 코로나  확산 때문에 미뤄온 설명회를 자동차에서 듣는 방식 드라이브 스루 으로 진행하기로 했다  주차장에는  대가량의 차가 들어올 수 있다  참석자는 차 안에서  ,1
166,안면온도 측정하는  로봇,1, 일 오후 서울 서초구청 입구에서 인공지능 로봇이 신종  코로나 바이러스 감염증 코로나 예방을 위해 청사 출입자들의 체온을 측정하고 있다  높이가 약   정도인  로봇은 적외선 카메라와 안면인식 기능을  ,1
167,동국제약  야외활동 증가  진드기 기피제  디펜스벅스더블  쓰세요 ,0,최근  코로나 로 등산 캠핑 등 비대면 야외활동을 즐기는 사람이 증가함에 따라 진드기 매개 감염병에 대한 주의가 요구된다  환경부와 국립공원공단에 따르면 지난  월  일부터  월  일까지 북한산과 계룡산 등의  ,1
168, 기고  군사 전쟁과  코로나  전쟁의  메타포 ,1,대사   코로나 가 작년 말 중국 우한에서 발생한 후 세계보건기구  는  월 초 세계적인 유행병을 의미하는 팬데믹으로 분류했다 테드로스 세계보건기구   사무총장은 한 걸음 더 나아가  세계는 지금  코로나 와 전쟁  ,1
169,  올  분기에 세계 최초    글라스  선보인다,1,  엔리얼과 함께  글래스 온라인 앱  개발 세미나 개최  유플러스는  코로나 로 인한 언택트 시대에 맞춰 엔리얼과 함께  글래스 온라인 앱  개발 세미나를 개최한다   일 오전  시  분부터 한 시간 동안  ,1
170, 홈쇼핑   소셜 임팩트 프로젝트  창업 특강 온라인 진행,0,특히 올해는 신종  코로나 바이러스 감염증으로 인한  생활속 거리두기 를 준수하고자  사회혁신 창업에 성공한 대표들의 이야기를 듣고 소통하는 특히  창업특강  프로그램을 온라인으로 전환해 진행하고 있다  특히  ,1
171, 현대산업개발   스마트시티 플랫폼 사업  추진 위한 업무 협약 체결,0,특히  코로나 를 계기로 마련된 정부 주도의  한국판 뉴딜 프로젝트 가 가시화됨에 따라  양사가 추진하는  포스트  코로나  시대 도시 주거 환경의 디지털트랜스포메이션   을 선도해 나갈 것 이라고  ,1
172,  약발 끝 서울 아파트값  주만에 하락 멈췄다,0,박원갑  국민은행 부동산 수석전문위원은  코로나  사태가 어느정도 진정되고 경제활동 재개에 대한 기대감이 커지면서 부동산 시장도 영향을 받았다 며  양도세 절세 매물이 소진돼 하락세가 진정됐지만  ,1
173,익명의 기부자 의왕시 내손 동 주민센터에 긴급재난지원금으로 백미 기부,1,이상원 내손 동장은  코로나 로 모두 힘들고 어려울 때에 긴급 재난지원금으로 소중한 후원물품을 기부하여 지역경제와 취약계층에게도 도움이 되는 일석이조의 효과가 있다고 생각한다 며   기부를 해주신 익명의  ,1
174,와이즈넛  인천공항공사에 챗봇 서비스 구축,0,포스트  코로나  시대를 극복해나갈 수 있는 비대면 스마트 공항 서비스 제공을 위해 적극 노력해 나갈 것 이라고 말했다  강용성 와이즈넛 대표는  국내 최다   챗봇 상용 노하우와 상용화 서비스를 운영하고 있는  ,1
175,한컴 상사  글로벌 시장 공략 맞손,0,이날 양사는  차산업혁명 및 포스트 코로나  시대에 필요한 언택트솔루션과 사물인터넷  인공지능 등  김상철 한컴그룹 회장은  코로나 를 겪으면서 정부부처  지자체  기업  학생 등 다양한 레퍼런스와 사용자들을  ,1
176,자활기업  반희담  광주시에 여름용 면 마스크  장 기부,0, 사진 광주시  이번 여름용 면 마스크 기부는 최근 수도권을 중심으로  코로나 가 다시 확산되고 있어 이를  이에 대해 신동헌 시장은  최근  코로나 집단감염 사례와 생활 속 거리두기로 전환되면서 개인위생의  ,1
177, 카드로 스쿨뱅킹 자동납부 시  최대  만 원 캐시백,0,장길동  카드 마케팅본부장은  신종  코로나 바이러스로 인해 많은 어려움을 겪고 있는 고객에게 조금이나마 힘이 될 수 있도록 이벤트를 준비했다 며  앞으로도 고객 생활 전반에서 다양한 혜택을 제공할 수 있도록  ,1
178,의료폐기물 처리도  방역  의료폐기물 대응 전세계 공유,1,우리나라의 신종  코로나 바이러스 감염증 코로나  관련 의료폐기물 관리와 대응 경험을 전 세계에 공유한다  환경부 산하 한국환경공단은 오는  일 오후  시 분부터 인천 서구 공단 본사 국제화상회의실에서  ,1
179,장덕초   코로나  대비 점심시간 칸막이  교실 도시락  운영,1,맞아  코로나  극복을 위해 최선을 다하고 있다 일 광주서부교육지원청에 따르면 장덕초등학교는 학생 수  여 명에 이르는 거대학교이다  장덕초에서는  코로나 로부터 학생들을 안전하게 지키기 위해 입실 전 발열  ,1
180,동국제약  야외활동 증가  진드기 기피제  디펜스벅스더블  쓰세요 ,0,최근  코로나 로 등산 캠핑 등 비대면 야외활동을 즐기는 사람이 증가함에 따라 진드기 매개 감염병에 대한 주의가 요구된다  환경부와 국립공원공단에 따르면 지난  월  일부터  월  일까지 북한산과 계룡산 등의  ,1
181, 홈쇼핑   소셜 임팩트 프로젝트  창업 특강 온라인 진행,0,특히 올해는 신종  코로나 바이러스 감염증으로 인한  생활속 거리두기 를 준수하고자  사회혁신 창업에 성공한 대표들의 이야기를 듣고 소통하는 특히  창업특강  프로그램을 온라인으로 전환해 진행하고 있다  특히  ,1
182,의료폐기물 처리도  방역  의료폐기물 대응 전세계 공유,1,우리나라의 신종  코로나 바이러스 감염증 코로나  관련 의료폐기물 관리와 대응 경험을 전 세계에 공유한다  환경부 산하 한국환경공단은 오는  일 오후  시 분부터 인천 서구 공단 본사 국제화상회의실에서  ,1
183,위안화 강세 대비 경기회복주 선점  중국주식 투자 어떨까,0, 월 국내 투자자들로부터 가장 많은 선택을 받은 중국 주식  위는 항서제약으로  코로나 의 수혜를   코로나  수혜 항서제약 야오밍캉더 지난 한 달 간 국내 투자자들로부터 사랑 받은 중국 주식 상위 종목  ,1
184, 대신심 대용맹심 내어 빈틈없이 정진하라 ,1,한편  전국선원수좌회는  코로나  감염 예방에 동참하기 위해 경자년 하안거 결제일을 음력  월  일에서 윤달  월  일로 연기했다  이에 따라 경자년 하안거 결제는  월  일로  전국 선원에서는  여 명의 수좌가 석 달간의  ,1
185,안면온도 측정하는  로봇,1, 일 오후 서울 서초구청 입구에서 인공지능 로봇이 신종  코로나 바이러스 감염증 코로나 예방을 위해 청사 출입자들의 체온을 측정하고 있다  높이가 약   정도인  로봇은 적외선 카메라와 안면인식 기능을  ,1
